col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,class
1.0000000000,95.0000000000,0.7678143260,0.8626663930,0.0958281360,0.0954276820,0.5108328310,0.2037555110,0.7897353710,0.7940243320,0.1198170350,0.9441592990,0.2595820770,0.2753177420,0.7716145020,0.7468666650,0.4081337110,0.9378594000,0.1790986900,0.7752964580,0.0000000000
1.0000000000,96.0000000000,0.8424682980,0.1261991560,0.5893267150,0.6435898010,0.7119360810,0.5455646750,0.3624421630,0.3750198880,0.6270919640,0.2612186160,0.1459911970,0.2930034910,0.1943870990,0.9563902140,0.0665535420,0.3874237030,0.3584849280,0.2034581270,1.0000000000
1.0000000000,97.0000000000,0.3819920100,0.9517345430,0.0922091050,0.9240311120,0.1987905950,0.6412327060,0.1173149680,0.8758362920,0.6322731830,0.4474580860,0.7536777330,0.2600182590,0.5630172360,0.6198290510,0.0374261950,0.7201330850,0.7578400880,0.4318457520,1.0000000000
1.0000000000,98.0000000000,0.9788272360,0.1413868460,0.9515468020,0.0901054750,0.0168743130,0.2567405500,0.0078205210,0.2966040030,0.7389428330,0.9754250250,0.4722257620,0.1335565930,0.4690966530,0.0913889840,0.4879266650,0.4043878800,0.8337865470,0.8584346980,1.0000000000
1.0000000000,99.0000000000,0.9500458340,0.2690549600,0.2785547300,0.6262700910,0.8596630800,0.7126927860,0.2387481360,0.8470785730,0.0053256090,0.3595301950,0.2733768950,0.6499895730,0.1083892320,0.9013324470,0.1664539840,0.5852722800,0.6242973820,0.4412980750,1.0000000000
1.0000000000,100.0000000000,0.5596478260,0.2119791000,0.6940736990,0.1507179780,0.1265376260,0.1625452210,0.2542312210,0.8128824680,0.9256247030,0.9014385110,0.6138461750,0.2658091400,0.4073084890,0.7271836040,0.8705126720,0.2308882500,0.6622402050,0.1766937940,1.0000000000
1.0000000000,101.0000000000,0.0860312690,0.0777606140,0.0588959040,0.4363459720,0.3315095110,0.7717291080,0.6722495300,0.2933450780,0.0512080360,0.6432129530,0.1748576630,0.8369673140,0.3955644880,0.5614367450,0.2798245980,0.6319736680,0.1956633810,0.9988201440,1.0000000000
1.0000000000,102.0000000000,0.5858760410,0.5329379600,0.7446647550,0.9458122230,0.4107667120,0.6550214410,0.5193460720,0.0525960800,0.2034527920,0.1342723910,0.8686578660,0.5201604560,0.9713573860,0.4621819990,0.3553266050,0.4109299080,0.0804039200,0.3980835050,1.0000000000
1.0000000000,103.0000000000,0.0086408040,0.4325230460,0.9982628350,0.1101701260,0.6710085250,0.1708075950,0.2076688580,0.7030762600,0.6111801660,0.6326723300,0.9483081470,0.6690690060,0.9201493660,0.2708585120,0.0482593640,0.8261944220,0.7378049320,0.7334189890,1.0000000000
1.0000000000,104.0000000000,0.0493997120,0.0492700200,0.7592164220,0.6645195160,0.7740612230,0.8639788690,0.5967923950,0.8794195720,0.5878732300,0.2128544860,0.3097005330,0.5881911020,0.6718510960,0.4379207030,0.0830065030,0.8781775340,0.1066930420,0.0855589540,1.0000000000
1.0000000000,105.0000000000,0.0764744580,0.7109556660,0.8837877780,0.1229968210,0.9052775770,0.2361931500,0.3670332570,0.7815910070,0.3445649090,0.8173507490,0.7126813970,0.5490262950,0.8511873320,0.3068646470,0.2053982150,0.6457441790,0.8832856170,0.7522488940,1.0000000000
1.0000000000,106.0000000000,0.2905910480,0.4660871840,0.2143779180,0.4506252650,0.5243720980,0.3962428050,0.3309212910,0.8615277010,0.8244714580,0.3133693330,0.9028753510,0.4933532640,0.7993740860,0.2212268730,0.9576148330,0.8444401700,0.4189552020,0.5852932870,1.0000000000
1.0000000000,107.0000000000,0.0694384800,0.1174200290,0.1928794900,0.1932869640,0.1200901040,0.5730271960,0.3233647660,0.7058693940,0.8075836460,0.7000054840,0.8458738180,0.5343973080,0.4621616920,0.6292706800,0.5084037870,0.6248568820,0.2895780120,0.6646562160,1.0000000000
1.0000000000,108.0000000000,0.3758364380,0.3792741050,0.4145109210,0.9006700870,0.7031771780,0.4122777410,0.4899398640,0.1296039500,0.3189429270,0.9332064500,0.7186979340,0.1714544470,0.8091357200,0.2630831690,0.9126395770,0.5433408120,0.9392945760,0.3120937650,1.0000000000
1.0000000000,109.0000000000,0.9150034480,0.8899883690,0.8094326400,0.7608668420,0.6880138190,0.2628600870,0.4517830740,0.2877754150,0.6211621180,0.2710753140,0.7611175560,0.7342150750,0.7899582700,0.1676962390,0.3338852460,0.6733673510,0.2390103970,0.0783735150,0.0000000000
1.0000000000,110.0000000000,0.3359945250,0.8546289840,0.7206346780,0.1302963570,0.3074166960,0.2869733770,0.5241425740,0.5097637210,0.3133938770,0.9187920030,0.0893913570,0.0261841320,0.8557325870,0.7933999190,0.0598358110,0.8144842200,0.1679141660,0.3716057550,1.0000000000
1.0000000000,111.0000000000,0.5241301290,0.0174524320,0.9229321320,0.7278691960,0.5946227070,0.7044749310,0.9250704050,0.1707891680,0.6489566790,0.0020147850,0.6966464540,0.9172040240,0.1810278590,0.0567803890,0.5729459780,0.7357565340,0.2598465230,0.9667210650,1.0000000000
1.0000000000,112.0000000000,0.5633141070,0.7119045830,0.5847260300,0.0054931930,0.9495424750,0.7796101100,0.1281518440,0.3486965040,0.2628785580,0.3429775880,0.2179878540,0.0390786170,0.5153416280,0.3726684600,0.1210131110,0.1742245000,0.3621460730,0.7489730080,1.0000000000
1.0000000000,113.0000000000,0.4303240370,0.2556006540,0.7630584600,0.2084707750,0.9593912700,0.4661388540,0.2763201040,0.1731402430,0.5781530690,0.0257772110,0.4322283430,0.2505517960,0.6496226570,0.8054387650,0.4195013570,0.2418516790,0.6165246600,0.8306427620,1.0000000000
1.0000000000,114.0000000000,0.3246618680,0.8087965020,0.4389095620,0.0465246130,0.5735555370,0.2756375850,0.0251661450,0.7877894180,0.8051434720,0.3637287670,0.7940992300,0.1542535900,0.5034390060,0.7561791490,0.5859283290,0.6579255560,0.2355322910,0.9601018430,1.0000000000
1.0000000000,115.0000000000,0.8682612520,0.9093683890,0.7737567400,0.7026015810,0.3402486190,0.1359398730,0.0743638330,0.3342983060,0.0783116770,0.1945358580,0.0419042900,0.7586837660,0.5174063770,0.6776147230,0.7397661700,0.9727056440,0.5791331420,0.4949475670,0.0000000000
1.0000000000,116.0000000000,0.9023170830,0.3961957550,0.2243731110,0.1437713880,0.7064877800,0.2541530530,0.9923512880,0.2584233740,0.9500309360,0.0544525150,0.2227471610,0.5076832290,0.8779137190,0.3925598090,0.8494369010,0.4242976260,0.3906635630,0.2700858230,1.0000000000
1.0000000000,117.0000000000,0.9907474170,0.6118564380,0.2024246800,0.2314007480,0.0490951280,0.1735472920,0.3347433140,0.9186307420,0.4358088740,0.0121436970,0.6422185000,0.5394113700,0.6247223050,0.2787047050,0.6871707420,0.0299483760,0.9565255070,0.5927595620,0.0000000000
1.0000000000,118.0000000000,0.7047644130,0.8282533250,0.4546224810,0.2358308370,0.7527585110,0.1001372970,0.2035206200,0.5114958670,0.4106460360,0.5705827780,0.9651008270,0.2782232690,0.5345522610,0.6721975450,0.8621296080,0.0101624620,0.7139275990,0.2458964810,1.0000000000
1.0000000000,119.0000000000,0.7496663070,0.2274094630,0.0011810940,0.0722952890,0.4998995990,0.1410086570,0.6700438310,0.9985064850,0.0302959730,0.9605728690,0.4721906240,0.8731038050,0.2334973660,0.2743655340,0.2678556820,0.5073570460,0.4673920950,0.9346942610,1.0000000000
1.0000000000,120.0000000000,0.7818735770,0.3632613840,0.1188122430,0.6698444520,0.1639717860,0.4233822350,0.6518114990,0.5422613850,0.1161654180,0.1242334480,0.3188533830,0.7667890380,0.4856389260,0.6904757820,0.2948314750,0.6866341330,0.2748411270,0.5750157490,1.0000000000
1.0000000000,121.0000000000,0.0983003050,0.9141770820,0.8395364960,0.2778251610,0.0506444770,0.1228752690,0.0807860270,0.5852287710,0.3877475060,0.4803465500,0.8955123100,0.4663651600,0.4467354580,0.1398881480,0.3203591130,0.3106807110,0.2290009550,0.4542680500,1.0000000000
1.0000000000,122.0000000000,0.2479171660,0.2496337040,0.6422733740,0.5120686520,0.5319208510,0.5844098420,0.3053189840,0.3083970910,0.9064816760,0.3042172690,0.4999180550,0.0830275770,0.6580091820,0.8360514910,0.1527013390,0.3367836750,0.8109020660,0.0412556590,1.0000000000
1.0000000000,123.0000000000,0.1793630560,0.4040921480,0.4167801230,0.5977724190,0.9055772990,0.7512179050,0.8655770350,0.1863327700,0.1103664380,0.3723106580,0.7018234020,0.7448251240,0.2724178910,0.0328353430,0.8272680330,0.2614785660,0.3224075420,0.9200818670,1.0000000000
1.0000000000,124.0000000000,0.3716941280,0.3051456620,0.6085350070,0.4034264040,0.1828330050,0.9568454690,0.9290405410,0.2225925990,0.8451239820,0.7779375620,0.0570445600,0.0498131650,0.9878307830,0.7830732350,0.2857591400,0.1022999570,0.3024308030,0.2293152090,1.0000000000
1.0000000000,125.0000000000,0.7588670000,0.7525638690,0.0854659210,0.9279654260,0.7297064000,0.6955303090,0.6310808060,0.5341987360,0.4021233730,0.3224826620,0.4507209810,0.1561003990,0.7357163530,0.6883227790,0.1883661530,0.7963188430,0.6605495010,0.9162863110,1.0000000000
1.0000000000,126.0000000000,0.9373115350,0.5258006860,0.1853450520,0.7491363190,0.8504864430,0.3930212000,0.1619233610,0.8250451030,0.0712641800,0.0814830100,0.2844310900,0.0024346020,0.1363147800,0.8449584880,0.1924742590,0.3025277090,0.1583793950,0.4903552980,1.0000000000
1.0000000000,127.0000000000,0.8176848730,0.6805690300,0.3202770190,0.4677483000,0.3466476400,0.2327966510,0.2915502370,0.1902478040,0.5710484180,0.6224636520,0.2525826260,0.3626256580,0.1554479920,0.8923212070,0.4701851100,0.5824679850,0.3498104270,0.6990328270,1.0000000000
1.0000000000,128.0000000000,0.4567814470,0.3230672230,0.6742552530,0.3419219720,0.6619194260,0.5003088230,0.6033686500,0.6240993580,0.4781012840,0.8032432130,0.9952591660,0.3319254750,0.1289132630,0.7976662280,0.8124745830,0.4603372870,0.6075133150,0.6294831920,1.0000000000
1.0000000000,129.0000000000,0.9458906280,0.1940522850,0.3950199040,0.5593838870,0.6405663840,0.8807209580,0.8580984770,0.4573881780,0.9595838170,0.5187413090,0.8145874890,0.4949408900,0.7740039050,0.8768698800,0.1821197420,0.7597965440,0.4786241160,0.5830292520,1.0000000000
1.0000000000,130.0000000000,0.9253432240,0.3385944760,0.7867513810,0.8690509170,0.8756769990,0.8667831010,0.0510652240,0.8212188550,0.4990820430,0.3098580680,0.5618102640,0.9505945170,0.1662751900,0.3678025180,0.5584097830,0.6798875840,0.0200548540,0.4653131530,1.0000000000
1.0000000000,131.0000000000,0.4451762140,0.9904427380,0.8180595340,0.5874113940,0.5410933980,0.4322644190,0.1394585330,0.3811739020,0.8734013090,0.3895122500,0.6325758200,0.1161968310,0.4031967290,0.8669835350,0.8786781290,0.1552910900,0.1242949210,0.5682751220,1.0000000000
1.0000000000,132.0000000000,0.0816968240,0.7993295260,0.4992628920,0.3119611470,0.3046552860,0.9199259820,0.4812324190,0.4618834640,0.4558389540,0.9913769780,0.7107464960,0.6186341140,0.4511862510,0.2348360140,0.1688317430,0.1356457210,0.3744956520,0.3338820710,1.0000000000
1.0000000000,133.0000000000,0.2332282060,0.0894427120,0.9200910020,0.9569446120,0.4879164730,0.4977874610,0.1104689050,0.6023689400,0.5482946040,0.8908430550,0.5355738450,0.3988234910,0.8370269300,0.1970591790,0.6618358570,0.0253520200,0.0940547270,0.1130958390,1.0000000000
1.0000000000,134.0000000000,0.6985616450,0.7496519060,0.1348899440,0.8967769000,0.3684846810,0.6031585550,0.5072876030,0.7757747600,0.6714615860,0.6344265660,0.3054454890,0.7889156810,0.9402043800,0.2426776730,0.9932772230,0.5252315640,0.0639751130,0.7692648380,0.0000000000
1.0000000000,135.0000000000,0.2071450640,0.5655039070,0.0190136400,0.5710644990,0.6829016380,0.4078822620,0.7662873390,0.4410986970,0.1930658950,0.2510121430,0.6235286310,0.6735629480,0.5585604380,0.4506427990,0.8373229510,0.3976697480,0.8417429050,0.0950601720,1.0000000000
1.0000000000,136.0000000000,0.8299848790,0.1787561910,0.7122294850,0.5923654170,0.4135836540,0.7623640720,0.6266880200,0.7523477710,0.6808826410,0.7939113640,0.1998706640,0.9224353750,0.8289862130,0.2303771400,0.4988151780,0.5217761170,0.9519013790,0.0561212700,1.0000000000
1.0000000000,137.0000000000,0.5748375400,0.7226655230,0.9792898940,0.8762427780,0.0008583830,0.3172254810,0.7769879170,0.2375875760,0.8787266800,0.4050124080,0.8598164150,0.0866073550,0.5682758250,0.9493903020,0.2453010630,0.0182499830,0.4730286220,0.3422456140,1.0000000000
1.0000000000,138.0000000000,0.1437175920,0.5733674940,0.6540922660,0.6293294770,0.7565881560,0.8405698240,0.3518173750,0.6104230600,0.8356969500,0.1706284870,0.9571968960,0.4587254380,0.1207971130,0.8171731500,0.7851273640,0.9151916520,0.2148783390,0.5273585580,1.0000000000
1.0000000000,139.0000000000,0.8498742370,0.5844597930,0.1611037820,0.8236530590,0.3652437750,0.5192582050,0.9491888360,0.0839374200,0.5220970820,0.7313405260,0.5778836790,0.8607525930,0.3466602110,0.6558541290,0.6712476160,0.4828173390,0.5109576650,0.6252674070,1.0000000000
1.0000000000,140.0000000000,0.6210896730,0.6480569490,0.7228533450,0.2126473600,0.1554590900,0.6351970060,0.8392424900,0.9821606270,0.7634055020,0.6926773730,0.3832701850,0.4234897860,0.4382824620,0.5878139110,0.7470198340,0.4704576010,0.6762410150,0.1631185250,1.0000000000
1.0000000000,141.0000000000,0.5119473970,0.6714757250,0.5381539890,0.2688589920,0.2625000330,0.3093557700,0.7243821130,0.3542055980,0.4841319530,0.4261750520,0.4467616520,0.9977182060,0.3557923890,0.9526381480,0.5978463640,0.2140067430,0.9481570100,0.4566627670,1.0000000000
1.0000000000,142.0000000000,0.6493660320,0.1676273610,0.1293631380,0.4081771000,0.0661662060,0.6599117050,0.7421373060,0.4068145350,0.5517021600,0.7841107180,0.7882200800,0.3416517710,0.0411230620,0.5337198760,0.4598924620,0.9619588600,0.8690151860,0.6736602640,1.0000000000
1.0000000000,143.0000000000,0.7511709190,0.0551829750,0.8760631390,0.0317078330,0.9536963060,0.1153757280,0.3583282900,0.8552124470,0.2336564800,0.9385777290,0.7599267230,0.6055215020,0.2423198260,0.4953075510,0.7825109100,0.7780734470,0.1440948740,0.0132486630,1.0000000000
1.0000000000,144.0000000000,0.4235523900,0.4088442910,0.8495788360,0.4891676130,0.0339347720,0.2408711180,0.3494797410,0.7952646240,0.1408543720,0.0395518690,0.8082444370,0.9288960270,0.3050139530,0.9097196950,0.7958696350,0.3315070170,0.9195583550,0.5055778870,1.0000000000
1.0000000000,145.0000000000,0.1919038500,0.4845474870,0.3361748750,0.4125195340,0.1840289370,0.1086133550,0.8256698320,0.2324502400,0.2582012140,0.1183208980,0.1943677740,0.6843115430,0.1567993510,0.5157653510,0.6446405030,0.3629884600,0.7879957340,0.2233623210,1.0000000000
1.0000000000,146.0000000000,0.2055541630,0.3221537850,0.6155675110,0.0085678330,0.4707568670,0.3844208390,0.8825956770,0.2071588660,0.6420305550,0.1820507890,0.1884667150,0.1088392160,0.2986254420,0.0025087640,0.1306769600,0.0983567050,0.7074878880,0.1551175220,1.0000000000
1.0000000000,147.0000000000,0.0351426720,0.8766001790,0.1106039220,0.2249914060,0.3736714120,0.5621094250,0.3753307060,0.0790906300,0.4497695430,0.0629004520,0.7694604610,0.8789353520,0.9508261140,0.0464524690,0.7063233300,0.9286679670,0.0969123050,0.3246809600,1.0000000000
1.0000000000,148.0000000000,0.3505467790,0.3417302010,0.1246779020,0.1033809050,0.6955230580,0.8861135850,0.2796534890,0.4547895730,0.7193536090,0.7101893500,0.4796940870,0.1035234900,0.1053273910,0.1574669500,0.5530352370,0.2957297740,0.9230931250,0.0644976490,1.0000000000
1.0000000000,149.0000000000,0.7196550410,0.5896805870,0.7371384850,0.4849712970,0.2585699580,0.5971871180,0.2431366930,0.4451224390,0.5120034670,0.1750294110,0.2064723340,0.8985397210,0.5906599990,0.7883724590,0.4450751340,0.9032164440,0.7889648830,0.8206605690,1.0000000000
1.0000000000,150.0000000000,0.3416889570,0.3886867770,0.8906694190,0.3207195100,0.4357948440,0.5602280900,0.4878014470,0.0914086830,0.2883594970,0.8109323550,0.1517687880,0.7810683740,0.9144496630,0.5448963230,0.7336216420,0.4980406530,0.4400397810,0.9800879990,1.0000000000
1.0000000000,151.0000000000,0.2126291840,0.0836110300,0.1762813430,0.6187053660,0.0947368290,0.1817547770,0.0288182000,0.8047476470,0.3419175960,0.2392054520,0.0464313610,0.3250823340,0.4187799880,0.5293497350,0.7913570640,0.4191115470,0.9944213270,0.4249212580,1.0000000000
1.0000000000,152.0000000000,0.2620455920,0.0650320970,0.4471143330,0.4962467760,0.1757223250,0.7210235070,0.3918704830,0.9696904550,0.1050873640,0.1133049230,0.9412731950,0.2227607330,0.3790133700,0.2252861760,0.8394002850,0.0579760100,0.4650034660,0.2788770190,1.0000000000
1.0000000000,153.0000000000,0.5719716170,0.8881153020,0.2103879480,0.2050217750,0.7856440290,0.6214218900,0.1011433900,0.7360780600,0.8389930000,0.5031078520,0.2291002070,0.9664712440,0.1685886160,0.9701166660,0.6267227130,0.0622891920,0.7422714600,0.7893998290,1.0000000000
1.0000000000,154.0000000000,0.8743197370,0.9592620450,0.5110620140,0.1714164320,0.4486441920,0.4709770280,0.1714609040,0.3876746160,0.8190780130,0.1452292030,0.0236518230,0.1494232130,0.8275790730,0.8109769150,0.9747197790,0.3129528520,0.4938114670,0.2418780240,0.0000000000
1.0000000000,155.0000000000,0.7368970250,0.6594856320,0.4820610170,0.7259620250,0.9818684320,0.4203983890,0.5855869720,0.0672584510,0.4417499390,0.2878238370,0.5607867300,0.5151698390,0.5820273660,0.0183735140,0.2264707780,0.2379687190,0.1176422860,0.1410937550,0.0000000000
1.0000000000,156.0000000000,0.6554864240,0.6384210340,0.3710664340,0.4567091870,0.5558765550,0.3817094320,0.6449567350,0.1533380660,0.5008246160,0.2817473600,0.2392468970,0.4147484940,0.7602377050,0.1323347480,0.9473335800,0.9876513950,0.0434699250,0.4063299930,1.0000000000
1.0000000000,157.0000000000,0.3152972150,0.7765427540,0.4862374470,0.7443848540,0.3137225080,0.5121707180,0.0620677310,0.7243490830,0.5065062620,0.2102574670,0.1334540330,0.2470206020,0.0086265110,0.3024267920,0.5624753120,0.8504394120,0.7824462400,0.6708989490,1.0000000000
1.0000000000,158.0000000000,0.1445324510,0.6202450350,0.9740899030,0.2447641790,0.9387317360,0.0686895080,0.1274765610,0.0165207190,0.2435531450,0.9105575170,0.9107589450,0.2193316090,0.0295628960,0.5672948140,0.9684558960,0.2942099520,0.1548620680,0.9293359010,1.0000000000
1.0000000000,159.0000000000,0.1015545280,0.4990046570,0.8514645270,0.1592009530,0.2762163750,0.0628956220,0.1870864210,0.8362618510,0.9777185570,0.2733514110,0.6107305800,0.8864591200,0.1972155270,0.3495752760,0.6594080630,0.0008906580,0.9694176200,0.3453409170,1.0000000000
1.0000000000,160.0000000000,0.7101911330,0.0802141300,0.4042422580,0.6473599870,0.9157125050,0.1544403250,0.6146667130,0.3297263430,0.2795054890,0.4887821400,0.6802307150,0.8205514930,0.7401437920,0.4021567320,0.9214111000,0.1996999150,0.0157825340,0.0760744610,1.0000000000
1.0000000000,161.0000000000,0.3925319650,0.1559499750,0.0402331100,0.5356313180,0.0885897140,0.0477815700,0.9637503110,0.0295329360,0.2936955150,0.5917418780,0.8279476530,0.0282645940,0.4586214890,0.5966367890,0.9380146490,0.6202094690,0.0552563940,0.1689099440,1.0000000000
1.0000000000,162.0000000000,0.0905760370,0.6883658710,0.1484526220,0.3459992230,0.5208577150,0.9612669210,0.0840595760,0.4707892400,0.7886373020,0.6594045350,0.2489565940,0.9900947990,0.4259945300,0.2930077860,0.6198227430,0.1135439080,0.0359881560,0.0475556670,1.0000000000
1.0000000000,163.0000000000,0.0629494860,0.2060378310,0.1149775540,0.5740286880,0.4823772800,0.3429071380,0.5531452620,0.7579628110,0.0113606380,0.7408124070,0.6719944500,0.0089504230,0.9722631420,0.2465529210,0.7040752810,0.3521218880,0.6885650960,0.9647284380,1.0000000000
1.0000000000,164.0000000000,0.8539037220,0.4823064500,0.6803263980,0.6599389980,0.6041187840,0.6127935290,0.4219013920,0.0743877030,0.9904094190,0.8818298890,0.2952108890,0.7949965700,0.3140983700,0.1486967170,0.1733734970,0.2579757100,0.2034748500,0.9244425490,0.0000000000
1.0000000000,165.0000000000,0.2342015100,0.1087074060,0.2324467400,0.5242454930,0.8318345500,0.4858808990,0.6353561590,0.7440113280,0.3363759230,0.0943589890,0.3437020360,0.4496222140,0.5887699140,0.0094786650,0.2634417280,0.1919141650,0.4970531460,0.8917021840,1.0000000000
1.0000000000,166.0000000000,0.5379343650,0.4763143090,0.4706526230,0.1988433810,0.0081542510,0.7236731420,0.6664795880,0.0016807460,0.0443496240,0.3283802530,0.6601039810,0.6279663410,0.7254779490,0.9346886230,0.7179046920,0.4925092610,0.8170874870,0.2862951720,1.0000000000
1.0000000000,167.0000000000,0.3319208450,0.1852584390,0.8271619400,0.4398784140,0.0803411730,0.9861518490,0.2677197700,0.9596267610,0.6374919750,0.7976848630,0.8732939220,0.5959137700,0.3547714600,0.6624325990,0.4639817860,0.6333871680,0.4015339440,0.3890776710,1.0000000000
1.0000000000,168.0000000000,0.9865889950,0.6647328240,0.8661246110,0.7143856110,0.2170520150,0.9733783290,0.8667799750,0.7140383380,0.3323349280,0.8565525390,0.7988969230,0.4548305110,0.2254316500,0.0391146370,0.6513928410,0.8870896450,0.7189861020,0.6035617640,1.0000000000
1.0000000000,169.0000000000,0.8878652600,0.8413393640,0.2965200880,0.9532598270,0.8906637770,0.5783522010,0.1531672130,0.8837025810,0.3745670240,0.5616466820,0.1248575970,0.5586330990,0.2013857830,0.2157163950,0.4762435960,0.0834341030,0.2476471420,0.4129388350,0.0000000000
1.0000000000,170.0000000000,0.2819173870,0.1528521090,0.8363128070,0.7694166090,0.9746032070,0.4567314170,0.7788285610,0.4288302920,0.1771751770,0.9882482170,0.0510565330,0.0611354310,0.1153230220,0.6443091300,0.7642974170,0.3233255620,0.8770546240,0.5403006120,1.0000000000
1.0000000000,171.0000000000,0.0183409100,0.4890458830,0.6458488680,0.2213464900,0.5936072150,0.5097851880,0.3978311350,0.3400452210,0.3628645060,0.2306302430,0.0613303910,0.7228169680,0.8034150360,0.9737756390,0.4378150710,0.0442846300,0.1125908000,0.6383566280,1.0000000000
1.0000000000,172.0000000000,0.4385947360,0.8560356300,0.0823907220,0.5494442180,0.2471615590,0.2148597470,0.9770103010,0.6424684180,0.9031763110,0.3861006020,0.9187221500,0.7420954060,0.2589003720,0.0373982160,0.7117334120,0.3680615610,0.3984668290,0.6064372150,1.0000000000
1.0000000000,173.0000000000,0.8226183260,0.2981786920,0.6887336280,0.9939400490,0.2104639420,0.0243780120,0.1122191240,0.0099439730,0.3095941440,0.7454634100,0.5392020210,0.6058848490,0.5249369530,0.3851543920,0.6423957470,0.5600177610,0.9140439320,0.5474385880,1.0000000000
1.0000000000,174.0000000000,0.2216765940,0.7679227270,0.3659552290,0.8594190240,0.7462081450,0.7471489100,0.9592173790,0.6582927880,0.1300172870,0.0304887070,0.9376470790,0.1659219430,0.0634363930,0.0128097330,0.8513203670,0.8333757140,0.8578475820,0.6783803650,1.0000000000
1.0000000000,175.0000000000,0.7277472910,0.4409407590,0.8956058780,0.3694044750,0.6234346690,0.8340892700,0.6168590830,0.2829305720,0.1881941510,0.1909599180,0.1113421550,0.0909755760,0.4760139760,0.6119599100,0.3964618340,0.1449836160,0.4079713510,0.1882186450,1.0000000000
1.0000000000,176.0000000000,0.7640974710,0.1386293100,0.4558286180,0.8467453300,0.8108205000,0.7081670860,0.9142985020,0.3178872790,0.3245607570,0.8391839740,0.9265698550,0.3865754070,0.9629149230,0.7128829080,0.2935814620,0.6655439650,0.9007444300,0.7974353490,1.0000000000
1.0000000000,177.0000000000,0.6265631770,0.8163327740,0.1618144510,0.4813141520,0.7622601340,0.0832410130,0.0125618710,0.4187436080,0.6847054480,0.9797271330,0.0994495070,0.4886976330,0.6435331440,0.1818497350,0.1068403520,0.3910560440,0.5673272390,0.7266305880,0.0000000000
1.0000000000,178.0000000000,0.1513114050,0.7047044940,0.2395465680,0.7833639670,0.8841574850,0.0990262910,0.9544294260,0.3163628410,0.7471272960,0.5266212880,0.1087820300,0.6578175720,0.2792141770,0.6356210290,0.0898439210,0.0937201870,0.2719840710,0.3570516010,1.0000000000
1.0000000000,179.0000000000,0.1877614070,0.0408159040,0.3227888420,0.4486497440,0.0747265830,0.3016291870,0.7363608400,0.9049577160,0.7069209380,0.9654977610,0.7312240020,0.8276310050,0.5393187060,0.2040303630,0.0236395200,0.5127683890,0.1048065790,0.8093006080,1.0000000000
1.0000000000,180.0000000000,0.1199350640,0.0031046590,0.2641931930,0.9360087780,0.5115359930,0.4794194580,0.5633917670,0.6145663330,0.9951904040,0.0735659860,0.3325432590,0.7120457550,0.8140726270,0.5578340800,0.3428226610,0.0375581070,0.5880427990,0.6533705970,1.0000000000
2.0000000000,1.0000000000,0.3478708370,0.2475133680,0.8250869600,0.1043815980,0.6443724850,0.3485814490,0.8171598050,0.5727190840,0.7389676010,0.2319460780,0.1345472680,0.4706827560,0.2730345550,0.6941229530,0.8527581470,0.2923416170,0.7724363110,0.1483104160,1.0000000000
2.0000000000,2.0000000000,0.1610313180,0.3142613810,0.0278172870,0.2739933960,0.3465034590,0.0043119070,0.8817650580,0.2163600260,0.4509447850,0.0954875480,0.2676545880,0.1216568210,0.0805038330,0.5893934540,0.1768737070,0.4717615280,0.7635588050,0.3196522630,1.0000000000
2.0000000000,3.0000000000,0.6679511880,0.9604582540,0.3757739530,0.8873353570,0.4056815090,0.1658998120,0.6958765410,0.2678052790,0.3527913910,0.4820859120,0.6316417330,0.1812339950,0.3577642590,0.9337850990,0.9794598990,0.5477733320,0.6994148640,0.5378795090,1.0000000000
2.0000000000,4.0000000000,0.9040219340,0.8708452080,0.6741373260,0.2069640950,0.4704781100,0.9570692950,0.2542331570,0.5927582910,0.8713697260,0.0885173700,0.7099237230,0.0382126600,0.3513783660,0.2530131840,0.7650908480,0.2641387850,0.9512462330,0.9779180860,0.0000000000
2.0000000000,5.0000000000,0.1027442670,0.7521216680,0.6691276850,0.7034046280,0.2487052510,0.2818893690,0.6034341640,0.7295046770,0.6768902950,0.2762646350,0.6612116040,0.7621960390,0.0715530950,0.1128640140,0.9268070810,0.1557469280,0.7296119850,0.1110893180,1.0000000000
2.0000000000,6.0000000000,0.2944778780,0.5911442730,0.1357411810,0.1258098240,0.2934237070,0.1916081900,0.4842639520,0.8756084550,0.0877542380,0.6138465560,0.7313811750,0.9796016530,0.4658405590,0.7356999350,0.6444042560,0.3500408640,0.7968467210,0.5980427940,1.0000000000
2.0000000000,7.0000000000,0.6644418600,0.9080656440,0.5973965010,0.5727753570,0.6922247030,0.1075604250,0.3163089590,0.1239638760,0.0674030030,0.1228119900,0.2538384610,0.9629651420,0.1901023440,0.3526418400,0.3601983300,0.2225840580,0.7478193450,0.6803412020,1.0000000000
2.0000000000,8.0000000000,0.1819229650,0.4943642270,0.7116811830,0.9976726570,0.8437940230,0.4088655120,0.6593507510,0.5421727380,0.8295187220,0.0660897580,0.6200102790,0.1312614610,0.9187630260,0.8759259360,0.2963217030,0.6498850370,0.1247145460,0.2083813500,1.0000000000
